price,rrp_price,discount,store_region,store_open,store_visitors,customer_age,customer_gender,staff_sales,staff_experience,staff_age,in_store_promotions,sales
504.77,50477.0,0.0,north,1,984.5915860932469,27.0,female,0,6,32.0,,0
510.82,51082.0,0.19785178730948302,west,1,927.9338263803077,48.0,male,0,3,39.0,,0
500.57,50057.0,0.17226840665007487,east,1,957.9513539504919,41.0,female,1,19,47.0,,1
477.41,47741.0,0.2795143864758184,west,1,957.1453811813949,23.0,female,1,21,45.0,,1
470.18,47018.0,0.0,south,1,951.3020805557195,25.0,male,0,7,40.0,1.0,0
492.83,49283.0,0.0,west,1,970.152287872836,28.0,male,0,6,35.0,,0
597.36,59736.0,0.46559447015347266,north,1,905.3825478855977,49.0,male,1,2,42.0,1.0,1
534.29,53429.0,0.2751952331354155,north,1,912.1554132751567,52.0,male,1,5,36.0,,1
491.05,49105.0,0.526536123922613,west,1,931.2385560668159,42.0,female,1,15,43.0,1.0,1
474.8,47480.0,0.0,east,1,924.7133907751302,57.0,female,0,6,45.0,,0
507.82,50782.0,0.257115571033389,north,1,911.6785493862069,38.0,male,1,13,47.0,,1
523.31,52330.99999999999,0.0,north,1,910.7735772730949,37.0,male,0,3,44.0,1.0,0
481.53,48153.0,0.1417202921961119,west,1,945.4193646691015,22.0,male,0,5,33.0,,0
543.97,54397.0,0.21671558635834934,east,1,952.7518854423263,19.0,male,1,19,42.0,,1
476.1,47610.0,0.0,south,1,970.9077573110299,22.0,female,0,6,48.0,1.0,0
543.14,54314.0,0.0,east,1,994.3204238805898,27.0,male,0,20,42.0,,0
490.89,49089.0,0.13856233408805949,north,1,902.6017459345703,61.0,female,0,3,38.0,,0
437.63,43763.0,0.3975552232062789,west,1,995.0409343470052,55.0,female,1,17,41.0,,1
499.72,49972.0,0.19834405147555342,west,1,978.4353119293025,30.0,female,0,9,38.0,,0
472.54,47254.0,0.0,west,1,981.0932454018298,47.0,male,0,2,42.0,,0
515.4,51540.0,0.26003952641442435,west,1,987.2633123221112,33.0,female,0,7,37.0,,0
415.93,41593.0,0.0,south,1,949.5424183039928,54.0,male,0,7,29.0,,0
496.39,49639.0,0.2687261144925283,north,1,984.5532960172009,23.0,male,1,10,44.0,1.0,1
467.51,46751.0,0.16483685653330846,south,1,978.7398388423408,54.0,female,0,12,39.0,1.0,0
502.61,50261.0,0.0,west,1,927.4077555154471,27.0,male,0,13,34.0,1.0,0
528.5,52850.0,0.15196177964473762,south,1,949.4947605372947,52.0,female,0,8,39.0,1.0,0
525.49,52549.0,0.12950038779503914,north,1,981.9764343659134,58.0,female,0,14,44.0,,0
461.51,46151.0,0.0,north,1,947.0988375170748,61.0,male,0,17,42.0,1.0,0
475.83,47583.0,0.3058060057027679,east,1,919.1549515377775,28.0,male,1,9,47.0,,1
520.27,52027.0,0.4571545953040453,east,1,995.706745224915,19.0,male,1,2,41.0,,1
401.76,40176.0,0.1911968124409812,north,1,945.0936317288733,46.0,female,0,15,46.0,,0
514.84,51484.0,0.2074747940849922,north,1,903.8603911744385,50.0,male,0,10,43.0,,0
483.4,48340.0,0.0,west,1,982.3827903664603,56.0,male,0,19,40.0,,0
448.54,44854.0,0.387660669924054,west,1,927.5401953748096,49.0,female,1,13,35.0,,1
562.64,56264.0,0.43126151043060484,east,1,934.1954501347607,21.0,,1,6,43.0,,1
481.1,48110.0,0.0,east,1,928.5012762846761,34.0,female,0,3,37.0,,0
436.04,43604.0,0.1662750399363039,south,1,942.08473399386,53.0,male,0,6,37.0,1.0,0
557.27,55727.0,0.21776385570147883,west,1,923.773606209959,39.0,female,1,17,44.0,,1
549.03,54903.0,0.0,north,1,914.8829834813085,37.0,male,0,17,45.0,,0
501.18,50118.0,0.4716923960637357,north,1,986.0812952280683,36.0,female,1,12,38.0,,1
511.14,51114.0,0.1073286550196979,north,1,943.096352532746,52.0,female,0,14,35.0,1.0,0
592.23,59223.0,0.19959521937622543,north,1,904.9794808192962,31.0,male,0,5,35.0,,0
479.28,47928.0,0.1689277135517804,south,1,929.7633949320312,58.0,male,0,12,45.0,,0
529.92,52991.99999999999,0.0,north,1,977.2081384606861,61.0,male,0,12,41.0,,0
381.24,38124.0,0.0,east,1,958.6670685587566,26.0,male,0,3,46.0,1.0,0
551.82,55182.00000000001,0.1847180154909969,east,1,958.839323505857,32.0,male,1,13,35.0,,1
497.27,49727.0,0.18916276448164013,east,1,903.436400357352,42.0,female,0,14,41.0,,0
427.77,42777.0,0.2926503462321488,west,1,917.2744671370178,,male,1,19,42.0,1.0,1
441.16,44116.0,0.21633798507109211,east,1,930.2865141258065,54.0,female,0,15,39.0,1.0,0
507.35,50735.0,0.34034547911627017,north,1,992.9286857068058,20.0,male,1,10,40.0,,1
500.71,50071.0,0.15711397734376006,east,1,946.434874860303,29.0,male,0,13,45.0,,0
537.66,53766.0,0.1886242994751975,north,1,953.3498602700658,48.0,female,0,1,26.0,,0
536.94,53694.00000000001,0.3358150188191053,west,1,986.7219308887786,27.0,female,1,5,42.0,,1
444.88,44488.0,0.1968621905357678,north,1,951.5052514882605,58.0,female,0,14,38.0,,0
488.88,48888.0,0.12127456968868165,west,1,939.9755042988882,47.0,female,0,16,40.0,,0
507.77,50777.0,0.15722740823505252,north,1,981.8888229894094,51.0,,0,8,38.0,,0
501.94,50194.0,0.1559164509556097,west,1,926.9526731374974,61.0,male,0,0,47.0,,0
542.27,54227.0,0.22173287861303476,west,1,955.1999265995238,47.0,,1,12,34.0,,1
547.23,54723.0,0.5279789807944043,east,1,976.0344660362596,37.0,female,1,5,26.0,,1
438.64,43864.0,0.0,north,1,948.583685036811,23.0,female,0,0,40.0,1.0,0
560.51,56051.0,0.0,east,1,955.3745065593047,56.0,female,0,12,47.0,1.0,0
508.1,50810.0,0.0,north,1,954.548019158501,51.0,male,0,16,44.0,,0
637.67,63766.99999999999,0.2014508510229115,south,1,932.4624294683014,37.0,male,1,3,46.0,,1
428.66,42866.0,,north,1,983.5763643667362,18.0,male,0,4,40.0,1.0,0
512.63,51263.0,0.6372037003152771,west,1,994.3411319835063,59.0,male,1,23,48.0,,1
582.56,58255.99999999999,0.12676464294807205,west,1,995.514035604388,38.0,male,0,3,44.0,,0
451.45,45145.0,0.1292459618486315,west,1,920.2922929529366,52.0,female,0,14,40.0,,0
471.68,47168.0,0.12545784708100247,east,1,933.0845687255284,51.0,female,0,4,34.0,,0
463.55,46355.0,0.24991530545824017,west,1,954.3654303234409,41.0,male,0,4,41.0,1.0,0
538.1,53810.0,0.4143801818154082,north,1,937.1564089477637,24.0,male,1,9,35.0,,1
493.62,49362.0,0.0,south,1,959.0541715249207,42.0,male,0,3,48.0,,0
454.4,45440.0,0.12222388371432154,west,1,934.4277681846371,49.0,female,0,25,51.0,,0
422.14,42214.0,0.1329742102298611,west,1,922.0003055167907,47.0,female,0,2,46.0,,0
490.79,49079.0,0.0,east,1,910.6003500076974,46.0,female,0,4,37.0,1.0,0
497.71,49771.0,0.13802034417513587,west,1,983.3026102403019,45.0,male,0,9,37.0,1.0,0
456.0,45600.0,0.14396305059572062,north,1,909.0901465961132,29.0,male,0,11,35.0,1.0,0
576.5,57650.0,0.2017691629386637,north,1,934.1961774659362,59.0,male,1,14,40.0,,1
552.62,55262.0,0.45766743724446785,west,1,970.5485992982512,32.0,male,1,21,47.0,1.0,1
447.3,44730.0,0.158508858166776,west,1,926.9059928508022,51.0,female,0,1,43.0,,0
534.11,53411.0,0.2810814956701305,south,1,941.9586617296553,19.0,male,1,9,42.0,1.0,1
441.92,44192.0,0.18724097695549477,west,1,932.2296227308528,51.0,male,0,0,42.0,,0
495.31,49531.0,0.5628390897367042,south,1,976.2218240271899,59.0,female,1,8,37.0,1.0,1
450.66,45066.0,0.26788328950470186,east,1,991.4920370422303,56.0,female,0,11,32.0,1.0,0
468.62,46862.0,0.0,south,1,900.6921016362924,44.0,male,0,5,45.0,1.0,0
466.56,46656.0,0.18999057677420306,west,1,916.9582143226676,25.0,male,0,15,41.0,,0
516.19,51619.00000000001,0.22210202673768353,east,1,997.2030374852607,26.0,male,0,10,43.0,1.0,0
469.7,46970.0,0.11904510963941446,east,1,984.8125312194896,38.0,male,0,0,51.0,1.0,0
543.29,54329.0,0.3746780267224991,north,1,920.2597063164411,44.0,male,1,7,39.0,1.0,1
507.51,50751.0,0.24947123394429785,west,1,937.8793704489924,56.0,female,0,1,31.0,1.0,0
447.12,44712.0,0.17215451261430056,west,1,997.8361773430374,40.0,female,0,1,35.0,1.0,0
547.75,54775.0,0.4314441320804703,west,1,965.5658553739165,28.0,male,1,9,35.0,,1
540.18,54017.99999999999,0.22538694398961157,south,1,954.8250796110616,61.0,female,0,7,34.0,1.0,0
486.1,48610.0,0.5102405259218855,south,1,991.1939397982229,51.0,female,1,26,49.0,1.0,1
533.1,53310.0,,east,1,976.5020444247747,50.0,female,1,2,38.0,,1
476.89,47689.0,0.1414862110228168,west,1,967.2164375727472,33.0,male,0,19,46.0,,0
491.44,49144.0,0.3866626781960066,west,1,956.8362164405137,24.0,male,1,16,40.0,,1
419.44,41944.0,0.43685489503587116,south,1,971.299155329473,60.0,male,1,18,43.0,,1
455.12,45512.0,0.0,east,1,983.2425332641296,43.0,male,0,9,38.0,1.0,0
563.21,56321.0,0.2860389882577293,west,1,963.0684719464144,36.0,male,1,5,45.0,,1
514.2,51420.00000000001,0.3677037293324845,west,1,914.5437050506835,47.0,male,1,4,36.0,,1
549.03,54903.0,0.36689847783291524,west,1,943.2090387102131,49.0,male,1,7,47.0,,1
471.58,47158.0,0.0,east,1,913.8803634017673,57.0,male,0,7,54.0,,0
468.93,46893.0,0.3390879858165051,west,1,936.8040958588153,29.0,male,1,20,42.0,1.0,1
549.6,54960.0,0.1415880797436276,west,1,964.8008845657805,53.0,female,0,3,39.0,1.0,0
484.12,48412.0,0.23099607502271707,south,1,964.976458209688,32.0,male,1,15,40.0,1.0,1
528.12,52812.0,0.0,west,1,940.7680237903163,35.0,female,0,2,31.0,,0
515.07,51507.00000000001,0.41467783996241947,west,1,945.5722197245645,31.0,male,1,0,41.0,1.0,1
477.11,47711.0,0.10531019736846293,north,1,960.9756690677722,23.0,female,0,0,37.0,,0
517.47,51747.0,0.22326850476219282,south,1,981.143072017162,27.0,female,1,17,43.0,,1
471.62,47162.0,0.29672777885115437,south,1,976.2594157272196,36.0,male,0,7,43.0,,0
530.62,53062.0,0.3997318763493148,west,1,963.9211293314473,56.0,female,1,8,40.0,,1
424.01,42401.0,0.4581522632722753,north,1,986.494970518388,53.0,male,1,16,38.0,,1
591.2,59120.00000000001,0.12517617350586407,south,1,905.4201153415851,60.0,male,1,22,45.0,1.0,1
530.13,53013.0,0.28500364724578897,west,1,901.540113577653,21.0,female,0,2,39.0,,0
462.22,46222.0,0.13978982790284414,east,1,962.6260071468627,46.0,male,0,3,33.0,1.0,0
472.97,47297.0,0.37700507408624984,south,1,918.7860617873696,40.0,male,1,15,44.0,1.0,1
498.32,49832.0,0.0,east,1,977.258788287509,21.0,female,0,12,38.0,1.0,0
524.92,52491.99999999999,0.1251915502149782,east,1,971.424037694976,45.0,female,0,7,43.0,1.0,0
507.22,50722.0,0.2259450634000312,south,1,946.2480929725705,22.0,female,1,21,42.0,1.0,1
461.86,46186.0,0.3793169287630274,south,1,991.1498441085777,49.0,male,1,17,39.0,,1
469.53,46953.0,0.6567627989382461,west,1,926.1183684472322,35.0,male,1,10,37.0,,1
501.94,50194.0,0.0,north,1,912.2205439451363,24.0,,0,14,40.0,1.0,0
527.75,52775.0,0.11575965535684132,south,1,936.412353881966,19.0,,0,1,38.0,,0
497.69,49769.0,0.1582504758046768,west,1,983.0985918413235,39.0,female,1,23,44.0,,1
463.85,46385.0,0.1706948975829664,west,1,972.1915314945511,54.0,female,0,18,47.0,1.0,0
521.12,52112.0,0.13057343228280593,east,1,905.9969370200087,26.0,female,0,0,38.0,,0
520.05,52004.99999999999,0.0,south,1,906.2572391665277,29.0,female,0,6,38.0,,0
520.28,52028.0,0.3001311876458147,south,1,938.0111421076666,28.0,male,1,15,42.0,,1
520.19,52019.00000000001,0.29894491356379593,south,1,960.3478449749614,57.0,female,1,13,39.0,,1
449.43,44943.0,0.44436147095444,north,1,937.2505378152575,39.0,female,1,2,41.0,1.0,1
591.83,59183.00000000001,0.10382274592398558,north,1,987.4847746010553,25.0,male,0,5,37.0,,0
455.99,45599.0,0.0,south,1,986.1035247985533,25.0,male,0,8,36.0,,0
478.86,47886.0,0.0,west,1,963.1585063920138,53.0,female,0,6,35.0,,0
554.32,55432.00000000001,0.13550275501364306,south,1,934.707037841589,32.0,male,0,10,32.0,,0
477.42,47742.0,0.0,north,1,951.0625500013342,25.0,male,0,6,33.0,,0
522.46,52246.0,0.1970369622288371,north,1,968.5209494969633,54.0,female,1,14,41.0,,1
553.0,55300.0,0.4043772578640911,south,1,958.3104306391532,59.0,female,1,2,34.0,1.0,1
484.54,48454.0,0.15355932772376032,south,1,967.503652853596,47.0,male,0,11,35.0,,0
497.42,49742.0,0.10678008665001021,south,1,,39.0,male,0,20,46.0,,0
488.74,48874.0,0.0,west,1,967.607646910784,39.0,male,0,10,31.0,1.0,0
510.63,51063.0,0.0,north,1,902.1337955330833,27.0,male,0,0,38.0,,0
467.13,46713.0,0.20906494591175892,south,1,947.7238869677542,35.0,male,0,16,43.0,,0
451.85,45185.0,0.0,west,1,935.5456778150831,31.0,male,0,20,41.0,,0
508.82,50882.0,0.4280921190242864,east,1,963.4866118190017,27.0,female,1,1,34.0,,1
481.07,48107.0,0.0,west,1,918.922380230337,44.0,male,0,9,35.0,,0
555.86,55586.0,0.2888434908628791,south,1,902.710950406277,39.0,male,1,12,37.0,,1
543.28,54328.0,0.3430404462492556,east,1,989.0259262521574,56.0,female,1,1,39.0,1.0,1
491.59,49159.0,0.6242367827052345,east,1,,39.0,,1,11,40.0,,1
547.26,54726.0,0.6463666098651528,south,1,923.2648235023019,26.0,male,1,0,38.0,,1
522.06,52205.99999999999,0.0,east,1,995.395227292502,45.0,male,0,11,33.0,1.0,0
481.3,48130.0,0.3028736189891694,south,1,908.1454737577037,28.0,male,0,1,44.0,1.0,0
564.07,56407.00000000001,0.2148619258036042,east,1,965.8123825845068,58.0,female,0,7,41.0,,0
450.94,45094.0,0.0,east,1,994.153763450388,43.0,male,0,4,34.0,1.0,0
498.58,49858.0,0.28041086535565496,south,1,963.1825720881498,54.0,male,0,4,33.0,,0
583.6,58360.0,0.23026929196246965,north,1,976.0859272131702,38.0,male,1,11,37.0,,1
466.79,46679.0,0.30048827819436785,west,1,990.6633916987797,41.0,male,1,13,43.0,,1
513.05,51304.99999999999,0.43219904859030683,east,1,944.3185339418698,49.0,female,1,15,44.0,1.0,1
439.76,43976.0,0.0,north,1,926.013828474636,45.0,male,0,17,39.0,1.0,0
553.27,55327.0,0.11714440493870208,west,1,922.4756557034378,30.0,male,0,15,39.0,,0
582.32,58232.00000000001,0.3348896584596316,south,1,922.6629281018409,20.0,female,1,3,32.0,1.0,1
547.8,54779.99999999999,0.35877860256459965,east,1,955.9305634727374,52.0,female,1,19,42.0,1.0,1
499.55,49955.0,0.0,east,1,972.6955085238662,18.0,male,0,23,51.0,1.0,0
459.07,45907.0,0.1301362740903777,north,1,994.2615481453007,29.0,male,0,16,39.0,,0
444.99,44499.0,0.1803833487687365,west,1,984.8727199387305,33.0,female,0,5,34.0,,0
584.99,58499.0,0.17380750943483764,south,1,962.9757520496732,47.0,male,0,0,28.0,1.0,0
540.17,54016.99999999999,0.0,north,1,936.6110820357234,43.0,female,0,11,36.0,,0
445.55,44555.0,0.0,west,1,936.1465894015087,28.0,female,0,19,42.0,,0
509.01,50901.0,0.2410061816926906,north,1,909.2247280175601,36.0,male,1,20,43.0,,1
536.25,53625.0,0.39991832048719544,south,1,942.0751056023528,31.0,male,1,7,31.0,1.0,1
491.33,49133.0,0.0,south,1,990.2255366490917,20.0,male,0,9,36.0,,0
512.54,51254.0,0.21812439203468387,south,1,909.9087106117158,53.0,male,1,17,39.0,,1
512.55,51254.99999999999,0.17467000631536464,north,1,992.9435734214219,20.0,,0,14,44.0,1.0,0
412.24,41224.0,0.0,south,1,965.2999964560039,26.0,female,0,9,36.0,,0
482.15,48215.0,0.0,west,1,922.4071186689805,27.0,male,0,3,52.0,,0
492.52,49252.0,0.17239567735386607,east,1,965.641497143757,51.0,female,0,0,36.0,,0
508.68,50868.0,0.23202773852425854,north,1,937.4479916431476,61.0,male,0,3,32.0,,0
604.22,60422.0,0.11249513542008142,north,1,991.0237351091527,20.0,male,0,8,37.0,,0
485.53,48553.0,0.10583449318027943,south,1,924.1536132856263,28.0,female,0,11,39.0,,0
489.85,48985.0,0.0,west,1,916.8730973689968,18.0,female,0,14,38.0,,0
427.97,42797.0,0.18000189688722443,south,1,977.6516334141013,43.0,male,0,12,38.0,,0
484.34,48434.0,0.1546800756226691,west,1,908.3831079509572,37.0,female,0,10,39.0,,0
520.4,52040.0,0.39936909195548675,west,1,939.7117727374316,53.0,male,1,7,44.0,,1
454.78,45478.0,0.0,north,1,922.5633099745122,25.0,male,0,11,42.0,,0
470.25,47025.0,0.3431894531772083,east,1,923.5180140013177,26.0,male,0,1,36.0,,0
453.37,45337.0,0.0,east,1,957.3933451825296,60.0,female,0,15,46.0,1.0,0
489.99,48999.0,0.24365193392461848,south,1,944.1133029654169,50.0,female,0,9,34.0,,0
500.19,50019.0,0.24557252267048352,north,1,961.7071802326996,41.0,,1,16,48.0,,1
451.11,45111.0,0.0,south,1,950.533560124439,27.0,female,0,1,38.0,,0
521.06,52105.99999999999,0.12228480356301442,east,1,904.1487124826173,41.0,male,0,2,40.0,1.0,0
426.08,42608.0,0.2874255938246379,east,1,976.5364608909642,18.0,male,0,7,38.0,,0
489.48,48948.0,0.23422682396243127,east,1,996.0788565535678,36.0,male,0,7,32.0,1.0,0
463.08,46308.0,0.0,north,1,964.3690352335399,40.0,female,0,14,36.0,1.0,0
581.11,58111.0,0.39655414669671324,north,1,928.5003200099312,44.0,male,1,16,39.0,,1
490.99,49099.0,0.23153175367556908,north,1,979.7078447991048,46.0,female,1,28,50.0,1.0,1
423.22,42322.0,0.0,south,1,977.0877678816249,40.0,female,0,0,38.0,1.0,0
493.2,49320.0,0.39001121512990305,north,1,955.8963709416064,49.0,female,1,9,38.0,1.0,1
536.4,53640.0,,west,1,980.0238120989594,30.0,female,1,11,39.0,1.0,1
527.16,52716.0,0.165875770911647,south,1,910.7660444886003,37.0,male,0,14,40.0,,0
492.65,49265.0,0.3783323533559998,west,1,938.5101198263438,21.0,male,1,12,40.0,1.0,1
519.76,51976.0,0.34235581148363614,east,1,967.1595554119795,31.0,female,1,10,40.0,1.0,1
476.74,47674.0,0.21369391616521097,west,1,932.9573445075248,42.0,female,1,22,44.0,,1
457.06,45706.0,0.20432438564631678,north,1,949.1698377502934,57.0,female,1,19,46.0,,1
443.39,44339.0,0.2690359139858079,west,1,975.3706516981057,22.0,female,0,9,42.0,1.0,0
516.27,51627.0,0.15157133299339612,north,1,958.4434854989288,30.0,male,0,3,37.0,1.0,0
542.0,54200.0,0.0,north,1,943.2131009099247,30.0,male,0,2,28.0,1.0,0
507.8,50780.0,0.4275087776505236,north,1,956.3946923104324,27.0,female,1,1,42.0,,1
453.6,45360.0,0.14730962624118085,north,1,936.6868735794271,19.0,male,0,7,36.0,1.0,0
396.29,39629.0,0.0,north,1,974.0964612043797,39.0,male,0,6,49.0,1.0,0
431.37,43137.0,0.0,north,1,937.5009044967964,55.0,female,0,0,50.0,,0
473.15,47315.0,0.17539687839082654,east,1,973.6499205455596,46.0,male,0,1,35.0,,0
583.38,58338.0,0.45153408884889623,west,1,907.4638839509216,25.0,female,1,7,55.0,1.0,1
488.7,48870.0,0.14711467718667995,west,1,964.2610817422792,52.0,male,0,6,41.0,,0
489.75,48975.0,0.14507773536881846,south,1,948.7766380289349,28.0,male,0,18,40.0,,0
466.11,46611.0,0.13565448216435874,north,1,986.1883773247434,58.0,female,0,5,38.0,,0
499.59,49959.0,0.0,east,1,983.6616637711963,53.0,male,0,22,45.0,,0
553.57,55357.00000000001,0.0,west,1,991.784343513886,52.0,female,0,14,42.0,1.0,0
556.61,55661.0,0.1577538032785829,west,1,997.3350712916507,,female,0,6,37.0,,0
595.34,59534.0,0.18987663267804922,north,1,987.8616027239024,46.0,female,0,0,41.0,1.0,0
413.78,41378.0,0.0,east,1,910.2440786290796,53.0,male,0,6,41.0,,0
421.39,42139.0,0.0,south,1,910.1232016098703,37.0,male,0,8,34.0,,0
501.89,50189.0,0.18800676167580652,north,1,971.4302176376639,38.0,female,0,6,39.0,1.0,0
507.89,50789.0,0.3827193166802735,north,1,903.3165817041223,60.0,female,1,5,39.0,,1
522.82,52282.00000000001,0.12264189991648512,east,1,979.1316893356053,22.0,male,0,11,35.0,1.0,0
383.79,38379.0,0.0,west,1,965.2502159014226,50.0,male,0,9,35.0,,0
429.03,42903.0,0.0,south,1,966.3246579111612,31.0,female,0,10,38.0,,0
497.64,49764.0,0.43850998324448276,east,1,908.3919959209277,44.0,male,1,2,36.0,,1
509.63,50963.0,0.34073798469105054,west,1,994.262934573868,30.0,,1,8,32.0,,1
543.72,54372.0,0.21520114953250574,west,1,989.5235961138914,30.0,male,1,10,34.0,1.0,1
515.56,51555.99999999999,,south,1,954.1878609556189,40.0,female,0,10,41.0,,0
542.57,54257.00000000001,0.3023481993969662,north,1,987.1911086411832,59.0,male,1,4,32.0,,1
516.72,51672.0,0.294029223352272,north,1,985.8694001135697,22.0,male,1,25,47.0,,1
466.58,46658.0,0.0,north,1,952.7897805049354,25.0,female,0,9,36.0,,0
478.96,47896.0,0.0,west,1,960.1569524633421,32.0,female,0,19,46.0,1.0,0
477.85,47785.0,0.1556772926568694,west,1,905.3653861087225,47.0,,0,18,40.0,,0
538.98,53898.0,0.0,east,1,913.5795697574289,18.0,female,0,17,39.0,,0
484.15,48415.0,0.1072191868214382,east,1,956.8728217014619,46.0,female,0,2,39.0,1.0,0
447.54,44754.0,0.0,north,1,970.7822898122097,19.0,female,0,4,41.0,1.0,0
507.31,50731.0,0.12226105026949213,north,1,924.5725584185259,58.0,female,0,2,43.0,1.0,0
485.57,48557.0,0.0,west,1,972.5627318786128,20.0,female,0,0,45.0,,0
612.01,61201.0,0.20110565782061687,south,1,960.4123940517866,21.0,female,1,21,48.0,,1
439.22,43922.0,0.2439215023943646,north,1,981.4681338902045,48.0,female,0,2,46.0,1.0,0
547.1,54710.0,0.16879454137946154,east,1,968.0238891946897,25.0,male,1,16,41.0,1.0,1
416.03,41603.0,0.26151846271616613,north,1,915.9051500782813,24.0,female,1,18,39.0,,1
505.73,50573.0,0.10303152537913278,west,1,981.5171578272923,19.0,female,0,0,33.0,,0
441.65,44165.0,0.16566733080604507,west,1,995.4313707332159,36.0,male,0,20,43.0,1.0,0
558.31,55830.99999999999,0.3243127684342059,north,1,959.7959353257864,46.0,female,1,8,31.0,,1
521.05,52104.99999999999,0.3783262835474342,east,1,913.2707625125493,47.0,male,1,16,37.0,1.0,1
522.46,52246.0,0.18889655743895178,east,1,955.1935861034023,54.0,male,0,14,39.0,,0
535.15,53515.0,0.0,west,1,920.7474322767551,35.0,male,0,18,40.0,1.0,0
497.03,49703.0,0.4016556913665396,east,1,965.5934405297605,59.0,female,1,14,36.0,1.0,1
511.43,51143.0,0.0,east,1,999.3540036112369,20.0,female,0,13,43.0,1.0,0
594.73,59473.0,0.3654080984464151,east,1,940.9109373705033,52.0,female,1,6,34.0,1.0,1
404.73,40473.0,0.0,west,1,954.8682829580603,34.0,male,0,17,43.0,,0
459.59,45959.0,0.4085784383719909,west,1,906.884724855937,45.0,female,1,10,44.0,,1
477.68,47768.0,0.16544699428791826,west,1,951.571167873814,56.0,male,0,7,45.0,1.0,0
424.0,42400.0,0.1380154138158068,south,1,927.3258263703989,48.0,female,0,9,41.0,,0
413.82,41382.0,0.0,north,1,999.7797788282417,43.0,female,0,6,37.0,,0
487.62,48762.0,0.15501915664042018,north,1,907.4249889086404,60.0,male,0,7,44.0,,0
471.57,47157.0,0.29934795922717844,north,1,998.5597355990355,46.0,male,0,7,42.0,,0
495.28,49528.0,0.0,east,1,956.0277701792014,25.0,female,0,8,37.0,,0
576.96,57696.0,0.228157822375201,south,1,986.6716491424651,41.0,male,1,6,39.0,1.0,1
538.73,53873.0,0.45792781711759045,east,1,932.5343814263304,57.0,female,1,19,42.0,,1
533.01,53301.0,0.0,west,1,918.1688965112899,54.0,female,0,12,44.0,1.0,0
